umls_cui_from_meddra	side_effect_name
C0153251	Respiratory moniliasis
C0231837	Respiratory rate decreased
C0425481	Respiratory sighs
C0238844	Respiratory sounds decreased
C0948349	Respiratory tract congestion
C0235560	Respiratory tract hemorrhage
C0877203	Respiratory tract infection viral
C2939062	Respiratory tract oedema
C0035258	Restless Legs Syndrome
C0856081	Restlessness aggravated
C0007196	Restrictive cardiomyopathy
C0405106	Retained placenta and membranes (disorder)
C0232602	Retching
C0858867	Reticulocytopenia
C0206160	Reticulocytosis
C0236174	Reticuloendothelial system stimulated
C0035288	Reticuloendotheliosis, X-linked
C0035302	Retinal Artery Occlusion
C0035304	Retinal Degeneration
C0035305	Retinal Detachment
C0035309	Retinal Diseases
C0242420	Retinal Edema
C0035317	Retinal Hemorrhage
C0035321	Retinal Perforations
C0035328	Retinal Vein Occlusion
C1535948	Retinal aneurysm
C0521694	Retinal atrophy
C0235272	Retinal damage
C0151891	Retinal depigmentation
C0235972	Retinal deposits
C0240897	Retinal exudates
C0347602	Retinal injury
C0162291	Retinal ischaemia
C1328519	Retinal pigment epithelial tear
C0151892	Retinal pigmentation
C0877104	Retinal toxicity
C0154833	Retinal vascular disorder
C0035326	Retinal vascular occlusion
C0919714	Retinal vascular thrombosis
C0035333	Retinitis
C1167863	Retinogram abnormal
C0860564	Retinoic acid syndrome
C0035344	Retinopathy of Prematurity
C0085582	Retrobulbar Neuritis
C0002624	Retrograde amnesia
C0403673	Retrograde ejaculation
C0035357	Retroperitoneal fibrosis
C0341512	Retroperitoneal haematoma
C0151705	Retroperitoneal haemorrhage
C0857400	Retrosternal discomfort
C0151826	Retrosternal pain
C3544214	Reversible cerebral vasoconstriction syndrome
C0553690	Reversible ischemic neurologic deficit (R.I.N.D.) syndrome
C0035400	Reye Syndrome
C0035410	Rhabdomyolysis
C3495832	Rheumatic disorder
C0035435	Rheumatism
C0003873	Rheumatoid Arthritis
C0235762	Rheumatoid arthritis aggravated
C0948070	Rhinalgia
C0035455	Rhinitis
C0848309	Rhinitis perennial
C1322281	Rhinitis seasonal
C0035457	Rhinitis, Allergic, Perennial
C0035459	Rhinitis, Atrophic
C0035460	Rhinitis, Vasomotor
C1260880	Rhinorrhea
C0035508	Rhonchi
C0035522	Rib Fractures
C0574068	Rib pain
C0035579	Rickets
C0085615	Right bundle branch block
C0235299	Right upper quadrant pain
C2939447	Right ventricular failure
C0424790	Rigor - Temperature-associated observation
C0343494	Risus sardonicus
C0035854	Rosacea
C0263912	Rotator cuff syndrome
C0856604	Rubber sensitivity
C0281839	Rupture of esophagus
C0520887	ST segment depression (finding)
C0520886	ST segment elevation (finding)
C1536220	ST segment elevation myocardial infarction
C0694547	SYSTOLIC EJECTION MURMUR
C0574960	Sacroiliitis
C3536794	Sad mood
C0338575	Sagittal Sinus Thrombosis
C0235746	Saliva altered
C0036093	Salivary Gland Diseases
C0235984	Salivary duct obstruction
C0020569	Salivary gland enlargement
C0235338	Salivary gland pain
C0240925	Salivary gland swelling
C0036117	Salmonella infections
C0152486	Salmonella sepsis
C0036130	Salpingitis
C0036202	Sarcoidosis
C1261473	Sarcoma
C0205204	Scab
C0332691	Scalding injury
C0036337	Schizoaffective Disorder
C0036341	Schizophrenia
C0151898	Schizophrenic reaction
C0036358	Schizophreniform Disorders
C0036396	Sciatica
C0036412	Scleral Diseases
C0235980	Scleral discolouration
C0748536	Scleral haemorrhage
C0423271	Scleral hyperaemia
C0240962	Scleral icterus
C0748538	Scleral pigmentation
C0423273	Scleral thinning
C0036416	Scleritis
C0011644	Scleroderma
C1142151	Scleromalacia
C1141885	Sclerosing encapsulating peritonitis
C0036439	Scoliosis, unspecified
C0036454	Scotoma
C0152192	Scotoma of blind spot area
C0152191	Scotoma, Central
C0438434	Scotoma, Ring
C0235068	Scotoma, Scintillating
C1384489	Scratch marks
C0521008	Screaming
C0240972	Scrotal erythema
C0151609	Scrotal oedema
C0282005	Scrotal swelling
C0268948	Scrotal ulcer
C0036502	Sebaceous Gland Diseases
C0406484	Sebaceous hyperplasia
C0036508	Seborrheic dermatitis
C0221244	Seborrheic dermatitis of scalp
C0022603	Seborrheic keratosis
C0264906	Second degree atrioventricular block
C0442886	Secondary Infections
C2939419	Secondary Neoplasm
C0030569	Secondary Parkinson Disease
C0271738	Secondary adrenocortical insufficiency
C0340952	Secondary anemia
C0155616	Secondary hypertension
C0235195	Sedated state
C0036572	Seizures
C0234535	Seizures, Clonic
C0751495	Seizures, Focal
C0270844	Seizures, Tonic
C0036601	Self Mutilation
C0085271	Self-Injurious Behavior
C0522178	Self-injurious ideation
C0235756	Semen abnormal
C2363829	Semen analysis abnormal
C0855521	Semen volume decreased
C0268407	Senile cardiac amyloidosis
C0549264	Sensation of blood flow
C0423602	Sensation of foreign body
C0581912	Sensation of heaviness
C0549386	Sensation of warmth
C0522171	Sense of oppression
C1510410	Sense of smell altered
C1325847	Sensitisation
C0877401	Sensorimotor disorder
C0018784	Sensorineural Hearing Loss (disorder)
C0234215	Sensory Discomfort
C0152027	Sensory Disorders
C0151313	Sensory neuropathy
C0243026	Sepsis
C0456103	Sepsis neonatal
C0235855	Sepsis secondary
C0036983	Septic Shock
C0854144	Septic arthritis streptobacillus
C0036690	Septicemia
C0262627	Seroma
C0036749	Serositis
C0699828	Serotonin Syndrome
C0271453	Serous otitis media
C0154822	Serous retinal detachment
C0036830	Serum Sickness
C0036835	Serum Total Iron-Binding Capacity result
C0580493	Serum albumin low result
C0476327	Serum amylase increased
C0859062	Serum bilirubin increased
C3665624	Serum calcium below normal (finding)
C0595882	Serum calcium decreased
C0595928	Serum calcium increased
C0438243	Serum creatinine abnormal
C0428282	Serum creatinine decreased
C0700225	Serum creatinine increased
C0241012	Serum ferritin decreased
C0241013	Serum ferritin increased
C0858520	Serum gastrin increased
C0151900	Serum iron increased
C0235988	Serum iron low (finding)
C0857432	Serum osmolality increased
C0553706	Serum phosphate increased
C0595885	Serum potassium decreased
C0553704	Serum potassium increased
C0857979	Serum prolactin decreased
C0857980	Serum prolactin increased
C0221742	Serum sickness-like reaction
C0857983	Serum testosterone decreased
C0860703	Serum total protein decreased
C0859350	Serum transaminase increased
C0813230	Serum triglycerides increased
C0857448	Serum urea increased
C1175175	Severe Acute Respiratory Syndrome
C0341950	Severe pre-eclampsia
C0549622	Sexual Dysfunction
C0036916	Sexually Transmitted Diseases
C0241028	Sexually active
C0392703	Shakiness
C0221161	Shallow breathing
C0240173	Shift to the left
C0036973	Shivering
C0036974	Shock
C0013781	Shock from electric current
C0851302	Shock hypoglycaemic
C0036980	Shock, Cardiogenic
C0036982	Shock, Hemorrhagic
C0425946	Short period
C0701811	Short-term memory loss
C0037011	Shoulder Pain
C1142175	Shunt thrombosis
C0232808	Shutdown renal
C0037023	Sialadenitis
C0037036	Sialorrhea
C0086981	Sicca Syndrome
C0037052	Sick Sinus Syndrome
C0852711	Sickle Cell Dactylitis
C0238425	Sickle cell anaemia with crisis
C0002896	Sideroblastic anemia
C0242459	Simple Pulmonary Eosinophilia
C0268800	Simple renal cyst
C1384670	Single umbilical artery
C0037188	Sinoatrial Block
C0877107	Sinobronchitis
C0003813	Sinus Arrhythmia
C0428908	Sinus Node Dysfunction (disorder)
C0039239	Sinus Tachycardia
C0085610	Sinus bradycardia
C0152029	Sinus congestion
C0037195	Sinus headache
C0748725	Sinus operation
C0522251	Sinus pain
C0232201	Sinus rhythm
C0037199	Sinusitis
C1262006	Sinusitis bacterial
C1527336	Sjogren's Syndrome
C0597457	Skeletal injury
C0235055	Skeletal muscle paralysis
C0037268	Skin Abnormalities
C0162627	Skin Diseases, Bacterial
C0085932	Skin Diseases, Bullous
C0037278	Skin Diseases, Infectious
C0162628	Skin Diseases, Viral
C0037286	Skin Neoplasms
C0347390	Skin Papilloma
C1519353	Skin Papule
C0037290	Skin Pigmentation
C0037299	Skin Ulcer
C0037301	Skin Wrinkling
C0178298	Skin and subcutaneous tissue disorders
C0150077	Skin breakdown
C0699893	Skin carcinoma
C0235848	Skin cold clammy
C0863084	Skin discomfort
C0263008	Skin fibrosis
C0549419	Skin fragility
C0852361	Skin hemorrhages
C0151717	Skin hypertrophy
C0241075	Skin induration
C0152030	Skin irritation
C0558401	Skin laceration
C0037284	Skin lesion
C0281981	Skin mass
C0151799	Skin necrosis
C0037287	Skin nodule
C0234930	Skin odour abnormal
C0521464	Skin oedema
C0221743	Skin reaction
C0423773	Skin scaly
C2939094	Skin sensitisation
C0281982	Skin swelling
C0037293	Skin tag
C0877377	Skin tear
C0241164	Skin tenderness
C0241165	Skin thickening
C0423757	Skin thinness
C0241166	Skin tightness
C1167791	Skin toxicity
C0235218	Skin warm
C1390484	Skull hypoplasia
C0235942	Skull malformation
C0037315	Sleep Apnea Syndromes
C0520679	Sleep Apnea, Obstructive
C0851578	Sleep Disorders
C0877792	Sleep Disorders, Circadian Rhythm
C0456511	Sleep Paralysis
C0542313	Sleep Talking
C0855247	Sleep attacks
C0037317	Sleep disturbances
C0852566	Sleep phase rhythm disturbance
C0917801	Sleeplessness
C0149887	Slipped Capital Femoral Epiphyses
C0542215	Slough injection site
C1859270	Slow speech
C0920289	Sluggishness
C0234518	Slurred speech
C0948050	Small bowel angioedema
C0235329	Small bowel obstruction
C0149925	Small cell carcinoma of lung
C0235048	Smarting pain
C0476427	Smear cervix abnormal
C0853203	Smear cervix normal
C0037383	Sneezing
C0235564	Sneezing excessive
C0037384	Snoring
C0855237	Social avoidant behaviour
C0424296	Social disinhibition
C0860871	Sodium decreased
C0595879	Sodium high
C0149778	Soft Tissue Infections
C0037578	Soft Tissue Injuries
C0577115	Soft stool (finding)
C0263978	Soft tissue disorder
C0853314	Soft tissue inflammation
C1561230	Soft tissue necrosis
C1442835	Solar dermatitis
C0036651	Solar lentigo
C0280100	Solid tumour
C0037650	Somatoform Disorder
C0037672	Somnambulism
C2830004	Somnolence
C0235774	Somnolence neonatal
C0242429	Sore Throat
C0578687	Sore eye
C1579838	Sore mouth
C0857495	Sore nose
C0234233	Sore to touch
C0037763	Spasm
C0235360	Spasm biliary
C0152196	Spasm of accommodation
C0152168	Spasm of sphincter of Oddi
C0085621	Spastic paralysis
C0037822	Speech Disorders
C0233715	Speech impairment
C0542223	Speech loss
C3160771	Sperm concentration decreased
C0853711	Sperm count decreased
C1261167	Sperm density result
C0037859	Spermatocele
C0520933	Spermatogenesis abnormal
C0541896	Spermatozoa abnormal
C0878588	Sphincter of Oddi Dysfunction
C0080178	Spina Bifida
C0080174	Spina Bifida Occulta
C0002928	Spinal Anesthesia
C0037928	Spinal Cord Diseases
C0037929	Spinal Cord Injuries
C0037933	Spinal Diseases
C0080179	Spinal Fractures
C0262431	Spinal compression fracture
C1112349	Spinal cord paralysis
C0856150	Spinal haematoma
C0158775	Spine malformation
C0241228	Spleen palpable
C0037997	Splenic Diseases
C0037998	Splenic Infarction
C0038000	Splenic Rupture
C2609073	Splenic peliosis
C1260402	Splenic sequestration
C0038002	Splenomegaly
C0333286	Splinter haemorrhages
C0949691	Spondylarthropathies
C0038012	Spondylitis
C0000786	Spontaneous abortion
C0159039	Spontaneous bruising
C0877144	Spontaneous penile erection
C0542224	Spots before eyes
C0728993	Spotting vaginal
C0038045	Sprain
C0205707	Sprue
C0854425	Sputum discoloured
C0241235	Sputum purulent
C0007137	Squamous cell carcinoma
C0149782	Squamous cell carcinoma of lung
C0553723	Squamous cell carcinoma of skin
C0701824	Staggering gait
C0038160	Staphylococcal Infections
C0038165	Staphylococcal Scalded Skin Syndrome
C0038166	Staphylococcal Skin Infections
C0152965	Staphylococcal bacteraemia
C0423086	Staring
C0038218	Status Asthmaticus
C0038220	Status Epilepticus
C2711227	Steatohepatitis
C0038238	Steatorrhea
C0267465	Stenosis of intestine
C0919560	Stent occlusion
C0038273	Stereotypic Movement Disorder
C0406479	Steroid acne
C0270994	Steroid myopathy
C2363722	Steroid psychosis
C0235453	Steroid withdrawal syndrome
C0038325	Stevens-Johnson Syndrome
C0221758	Stiff back
C0427008	Stiffness
C0595939	Stillbirth
C0677500	Stinging Sensation
C0859871	Stinging of nose
C1274926	Stinging skin
C0699791	Stomach Carcinoma
C0038354	Stomach Diseases
C0221512	Stomach ache
C0344375	Stomach cramps (finding)
C1456329	Stomach dilation procedure
C0038362	Stomatitis
C0543392	Stool flecked with blood
C0038379	Strabismus
C0347721	Strain of back muscle
C0152063	Streptobacillary fever
C0038395	Streptococcal Infections
C0155862	Streptococcal pneumonia
C0152964	Streptococcal sepsis
C0038435	Stress
C0236816	Stress Disorders, Traumatic, Acute
C0016664	Stress Fractures
C0558919	Stress at work
C0521991	Stress symptoms
C0038450	Stridor
C0677600	Stridor inspiratory
C0520872	Stroke volume increased
C0038463	Strongyloidiasis
C0085628	Stupor
C0038506	Stuttering
C0014122	Subacute Bacterial Endocarditis
C0264863	Subacute endocarditis
C0038525	Subarachnoid Hemorrhage
C0520729	Subconjunctival cyst
C0038534	Subconjunctival hemorrhage
C0241266	Subcutaneous Abscess
C2750515	Subcutaneous bleeding
C0520532	Subcutaneous haematoma
C0151811	Subcutaneous nodule
C0854212	Subepithelial opacities
C0919671	Subileus
C0155001	Subjective visual disturbances
C0749106	Submandibular mass
C0038587	Substance Withdrawal Syndrome
C0740858	Substance abuse problem
C2987469	Substance-induced psychotic disorder
C0162386	Subtrochanteric Fractures
C0085298	Sudden Cardiac Death
C0011071	Sudden death
C0520806	Sudden death, cause unknown
C0038644	Sudden infant death syndrome
C0919582	Sudden onset of sleep
C1536075	Sudden unexplained death in epilepsy
C0155002	Sudden visual loss
C1760428	Suicidal behaviour
C0235196	Suicidal tendency
C0038661	Suicide
C0038663	Suicide attempt
C0038732	Sulfhemoglobinemia
C0038814	Sunburn
C0423224	Sunken eyes
C0235511	Superficial phlebothrombosis
C1096543	Superficial punctate keratopathy
C0265057	Superficial thrombophlebitis of leg
C0241069	Superficial ulcer of skin (disorder)
C0038826	Superinfection
C0038833	Superior Vena Cava Syndrome
C3160766	Supine hypotension
C0269993	Suppressed lactation
C0241310	Suprapubic pain
C0428974	Supraventricular arrhythmia
C1698480	Supraventricular tachyarrhythmia
C0039240	Supraventricular tachycardia
C0038941	Surgical Wound Infection
C0549433	Surgical intervention (finding)
C0549429	Surgical site reaction
C0233519	Suspicious behavior (finding)
C0750197	Sustained ventricular tachycardia
C0038986	Sweat Gland Diseases
C0038987	Sweat Gland Neoplasms
C0038990	Sweating
C0553721	Sweating decreased
C0085077	Sweet Syndrome
C0038999	Swelling
C0151602	Swelling face
C0577598	Swelling of arm
C0560024	Swelling of eyelid
C0240130	Swelling of knees
C0581394	Swelling of legs
C0158369	Swelling of limb
C2584688	Swelling of testicle (finding)
C0475765	Swollen nasal mucosa (finding)
C0236068	Swollen tongue
C0877014	Sympathomimetic Effect
C1142357	Symptomatic hyperlactatemia
C0039070	Syncope
C0751535	Syncope, Cardiogenic
C0221046	Syncope, Carotid Sinus
C0039075	Syndactyly
C0151899	Syndrome screaming
C0085648	Synovial Cyst
C0039103	Synovitis
C0039128	Syphilis
C0149985	Syphilis, secondary
C0242966	Systemic Inflammatory Response Syndrome
C0264939	Systemic Vasculitis
C1736167	Systemic allergic reaction
C0153252	Systemic candidiasis
C0521471	Systemic lupus erythematosus rash
C0553576	Systemic mycosis
C0221155	Systolic hypertension
C0079772	T-Cell Lymphoma
C0151955	TOLERANCE DECREASED
C0080203	Tachyarrhythmia
C0039231	Tachycardia
C0410918	Tachycardia foetal
C0858524	Tachycardia nervous
C0039235	Tachycardia, Ectopic Junctional
C0042514	Tachycardia, Ventricular
C0039242	Tachyphylaxis
C0231835	Tachypnea
C1301937	Talipes
C0859023	Talkativeness
C1142034	Tandem gait test abnormal
C0686347	Tardive Dyskinesia
C0235290	Taste bitter
C0235293	Taste peculiar
C0858598	Taste salty
C0858600	Taste sweet
C0240327	Taste, Metallic
C0424444	Teeth clenching
C0423628	Teething pain
C0039437	Teething syndrome
C0039446	Telangiectasis
C0858684	Telangiectasis facial
C0263518	Telogen effluvium
C0233558	Temper tantrum
C1112320	Temperature intolerance
C0854171	Temperature regulation disorder
C1956391	Temporal Arteritis
C0233408	Temporal disorientation
C0233796	Temporary Amnesia
C0039496	Temporomandibular Joint Dysfunction Syndrome
C0239739	Tenderness of gums
C0039503	Tendinitis
C0158350	Tendinous contracture
C0039504	Tendon Injuries
C0151936	Tendon disorder
C0231529	Tendon pain
C0700078	Tendon reflex decreased
C0151937	Tendon rupture
C0039520	Tenosynovitis
C0233494	Tension
C0033893	Tension Headache
C0232910	Teratogenesis
C0039584	Testicular Diseases
C0156312	Testicular atrophy
C0151721	Testicular hypogonadism
C0241357	Testosterone low
C0039614	Tetanus
C0235069	Tetanus-like
C0039621	Tetany
C0039685	Tetralogy of Fallot
C0235827	Therapeutic response decreased
C0235821	Therapeutic response increased
C0853141	Therapeutic response unexpected
C0919936	Therapy naive
C0701836	Thermal burn
C0264545	Thickening of pleura
C0039971	Thirst
C0233633	Thought retardation
C0232132	Thready pulse
C0700184	Throat irritation
C0236071	Throat tightness
C0423618	Throbbing Headache
C0040028	Thrombocythemia, Essential
C0040034	Thrombocytopenia
C0853334	Thrombocytopenia aggravated
C0857305	Thrombocytopenic purpura
C0836924	Thrombocytosis
C0857496	Thromboembolic event
C1112433	Thromboembolic stroke
C0040038	Thromboembolism
C0398623	Thrombophilia
C0040046	Thrombophlebitis
C0542237	Thrombophlebitis injection site
C0235504	Thrombophlebitis of the leg
C1510431	Thrombophlebitis superficial
C0151951	Thromboplastin decreased
C0040053	Thrombosis
C1262281	Thrombosis in device
C0267412	Thrombosis mesenteric vessel
C0238457	Thrombosis of renal vein
C1527411	Thrombosis of retinal vein
C0265050	Thrombosis of vena cava
C2717961	Thrombotic Microangiopathies
C1096195	Thyroglobulin increased
C0040127	Thyroid Crisis
C0040128	Thyroid Diseases
C0151468	Thyroid Gland Follicular Adenoma
C0040136	Thyroid Neoplasm
C0040137	Thyroid Nodule
C0549473	Thyroid carcinoma
C0857576	Thyroid function abnormal
C0476414	Thyroid function test abnormal
C0040147	Thyroiditis
C0040156	Thyrotoxicosis
C0586553	Thyrotropin high
C0241513	Thyrotropin low
C1295666	Thyroxine decreased
C0948240	Thyroxine free decreased
C0426900	Tibial torsion
C0040188	Tic disorder
C0751900	Tic, Motor
C0751901	Tic, Vocal
C0040210	Tidal Volume
C0040213	Tietze's Syndrome
C0863100	Tightness in jaw
C0040247	Tinea
C0040259	Tinea Pedis
C0040262	Tinea Versicolor
C0040252	Tinea corporis (disorder)
C1384589	Tinea cruris
C1504494	Tingling of extremity
C0235050	Tingling skin
C0040264	Tinnitus
C0542239	Tired and heavy
C0001511	Tissue Adhesions
C0275378	Tobacco poisoning
C1167842	Tobacco withdrawal symptoms
C0427144	Toe walking
C0236051	Tolerance development
C0558353	Tongue Carcinoma
C0040409	Tongue Diseases
C0040411	Tongue Neoplasms
C0853942	Tongue blistering
C0009144	Tongue coated
C0151596	Tongue discolouration
C0426498	Tongue dry
C0151610	Tongue oedema
C0235074	Tongue paralysis
C2609174	Tongue pigmentation
C0234953	Tongue spasm
C0494475	Tonic - clonic seizures
C0919909	Tonic clonic movements
C0014549	Tonic-Clonic Epilepsy
C0040425	Tonsillitis
C0040427	Tooth Abnormalities
C0040434	Tooth Discoloration
C0040435	Tooth Diseases
C0040436	Tooth Erosion
C0040441	Tooth Fractures
C0242891	Tooth Injuries
C0080233	Tooth Loss
C0518988	Tooth abscess
C0235353	Tooth caries aggravated
C0235357	Tooth hypoplasia
C0877046	Tooth infection
C0040460	Toothache
C0221248	Tophus
C0040479	Torsades de Pointes
C0040485	Torticollis
C1258192	Total Peripheral Resistance
C0456677	Total spinal block
C0014518	Toxic Epidermal Necrolysis
C0600327	Toxic Shock Syndrome
C0338642	Toxic confusional state
C0520563	Toxic dilatation of intestine
C0270934	Toxic neuropathy
C0542243	Toxic reaction (NOS)
C0521465	Toxic skin eruption
C0858786	Toxic symptom
C3160741	Toxicity to various agents
C0040558	Toxoplasmosis
C0040580	Tracheal Diseases
C0040584	Tracheitis
C0040586	Tracheobronchitis
C0040588	Tracheoesophageal Fistula
C0695236	Tracheostomy infection
C0546956	Trachyonychia
C0221706	Traffic accident on public road
C0000932	Traffic accidents
C0235194	Tranquillisation excessive
C1096286	Transaminases decreased
C0438717	Transaminases increased
C1096646	Transaminitis
C0274435	Transfusion Reaction
C0917805	Transient Cerebral Ischemia
C0393759	Transient Insomnia
C0007787	Transient Ischemic Attack
C0151588	Transitory deafness
C0152086	Traumatic arthropathy
C0877237	Traumatic fracture
C0549453	Traumatic haematoma
C0040797	Traumatic haemorrhage
C3263723	Traumatic injury
C2242588	Traumatic liver injury
C0234369	Trembling
C0040822	Tremor
C0239842	Tremor of hands
C0235081	Tremor, Limb
C0235082	Tremor, Muscle
C0542247	Tremulousness
C2945558	Trichomonal vulvovaginitis
C0040923	Trichomonas Vaginitis
C0702163	Trichorrhexis
C0040953	Trichotillomania
C0040997	Trigeminal Neuralgia
C0158328	Trigger Finger Disorder
C0041105	Trismus
C1141949	Troponin I increased
C1141948	Troponin increased
C0032739	Tuberculin test positive
C0041296	Tuberculosis
C1269955	Tumor Cell Invasion
C0041364	Tumor Lysis Syndrome
C0854069	Tumor pain
C3160759	Tumour cell mobilisation
C0853891	Tumour flare
C0877584	Tumour haemorrhage
C0333516	Tumour necrosis
C2937228	Tunnel visual field constriction
C0041408	Turner Syndrome
C0041428	Twins, Conjoined
C0206504	Tympanic Membrane Perforation
C0041825	Tympanic membrane disorder
C0948298	Tympanic membrane hyperaemia
C0267537	Typhlitis
C0041466	Typhoid Fever
C0041582	Ulcer
C0333291	Ulcer haemorrhage
C0151970	Ulcer of esophagus
C0400839	Ulcer of rectum
C0235351	Ulcer on tongue
C0009324	Ulcerative Colitis
C0151624	Ulcerative enterocolitis
C2586050	Ulcerative esophagitis
C0038367	Ulcerative stomatitis
C0041601	Ulna Fractures
C0019322	Umbilical hernia
C0235198	Unable to concentrate
C0560046	Unable to walk
C0041657	Unconscious State
C0041667	Underweight
C0235735	Unexpected therapeutic effect
C2607947	Unilateral deafness
C0750272	Unilateral vision loss
C0041747	Unplanned pregnancy
C0857494	Unresponsive to stimuli
C1504376	Unresponsive to verbal stimuli
C0858854	Unrest
C0156543	Unspecified Abortion
C0728936	Unspecified circulatory system disorder
C3665346	Unspecified visual loss
C0857256	Unwell
C0041912	Upper Respiratory Infections
C1868919	Upper abdominal discomfort
C0740852	Upper airway obstruction
C0041909	Upper gastrointestinal hemorrhage
C0857493	Upper gastrointestinal symptoms
C0522035	Upper limb oedema
C0235834	Upper motor neurone lesion
C0949070	Upper respiratory tract congestion
C0877266	Upper respiratory tract inflammation
C2938875	Upper-airway cough syndrome
C0235309	Upset stomach
C0151582	Urate crystalluria
C2955673	Urate nephropathy
C0856880	Urea increased
C0041948	Uremia
C0302810	Uremia syndrome
C1456865	Ureteral Calculi
C0041956	Ureteral obstruction
C0948226	Ureteral spasm
C0041959	Ureteritis
C0041969	Urethral Diseases
C0041972	Urethral Obstruction
C0041974	Urethral Stricture
C0152447	Urethral discharge
C0156279	Urethral syndrome
C0041976	Urethritis
C1328337	Urethritis noninfective
C0150045	Urge Incontinence
C0085606	Urgency of micturition
C1868911	Uric acid abnormal
C1868912	Uric acid increased
C0041981	Uric acid level increased
C0268105	Uricaciduria
C0005683	Urinary Bladder Calculi (disorder)
C0005686	Urinary Bladder Diseases
C0042018	Urinary Calculi
C0042024	Urinary Incontinence
C0080274	Urinary Retention
C0152032	Urinary hesitation
C0858667	Urinary protein increased
C0920114	Urinary sediment abnormal
C0877324	Urinary sediment present
C0042029	Urinary tract infection
C0178879	Urinary tract obstruction
C0423701	Urinary tract pain
C0042035	Urination Disorders
C0235639	Urine abnormality
C0438142	Urine analysis abnormal
C0919643	Urine calcium increased
C0522153	Urine color abnormal
C0743300	Urine drug screen positive
C0438254	Urine electrolytes abnormal
C0549418	Urine flow decreased
C0860805	Urine ketone body present
C0555120	Urine microscopy leukocytes present finding
C0278045	Urine odour abnormal
C0549447	Urine odour foul
C1167965	Urine output increased
C0948023	Urine phosphorous concentration above normal
C1096658	Urine phosphorus increased
C0854101	Urine sodium increased
C1287298	Urine volume finding
C0042063	Urogenital Abnormalities
C0080276	Urogenital disorder
C0919591	Urogenital haemorrhage
C0451641	Urolithiasis
C0042075	Urologic Diseases
C0149801	Urosepsis
C0042109	Urticaria
C0263338	Urticaria chronic
C1261981	Urticaria localised
C1276118	Urticaria recurrent
C0234934	Urticaria vesiculosa
C0153567	Uterine Cancer
C0007873	Uterine Cervical Neoplasm
C0007860	Uterine Cervicitis
C0042130	Uterine Contraction
C0338113	Uterine Corpus Sarcoma
C0042131	Uterine Diseases
C0042133	Uterine Fibroids
C0042135	Uterine Inertia
C0042138	Uterine Neoplasms
C0042139	Uterine Perforation
C0156369	Uterine Polyp
C0042143	Uterine Rupture
C0235656	Uterine cervical lesion
C0919567	Uterine contractions during pregnancy
C0948782	Uterine cramps
C0269188	Uterine cyst
C0856137	Uterine fibroids aggravated
C0151996	Uterine fibroids enlarged
C0042134	Uterine hemorrhage
C0269842	Uterine hypertonus
C0235883	Uterine inflammation
C0151998	Uterine spasm
C0156353	Uterovaginal prolapse
C0042164	Uveitis
C0042167	Uveitis, Posterior
C0042170	Uveomeningoencephalitic Syndrome
C0919980	VIIth nerve paralysis
C0227791	Vaginal Discharge
C0042251	Vaginal Diseases
C2979982	Vaginal Hemorrhage
C0042258	Vaginal Neoplasms
C0205990	Vaginal Prolapse
C0241618	Vaginal burning sensation
C1328395	Vaginal contraceptive device expelled
C0241619	Vaginal cyst
C0236080	Vaginal discomfort
C0241633	Vaginal dryness
C0156384	Vaginal dysplasia
C0241635	Vaginal erythema
C0558368	Vaginal irritation
C0042256	Vaginal itching
C0877089	Vaginal mucosal blistering
C0549310	Vaginal mycosis
C0235678	Vaginal odour
C0236082	Vaginal pain
C0566948	Vaginal swelling
C0566951	Vaginal ulceration
C0042267	Vaginitis
C0235680	Vaginitis ulcerative
C2004487	Vaginospasm
C1455782	Vagotonia
C1096272	Vanishing bile duct syndrome
C0740380	Varicella zoster
C0042341	Varicocele
C0042345	Varicosity
C0162532	Variegate Porphyria
C0042373	Vascular Diseases
C0042376	Vascular Headaches
C0158570	Vascular anomaly
C0342649	Vascular calcification
C0232352	Vascular insufficiency
C2004435	Vascular insufficiency of intestine
C1096458	Vascular occlusion
C0858765	Vascular pain
C1368065	Vascular purpura
C0042380	Vascular resistance
C1867423	Vascular resistance pulmonary increased
C0679403	Vascular stenosis
C0521161	Vasculitic rash
C0042384	Vasculitis
C0856069	Vasculitis gastrointestinal
C1318520	Vasculitis necrotising
C0151436	Vasculitis, Leukocytoclastic, Cutaneous
C0750151	Vaso-occlusive crisis
C0235248	Vasoconstriction peripheral
C0042401	Vasodilation
C0595862	Vasodilation disorder
C1142412	Vasodilation procedure
C0221477	Vasomotor collapse
C0085616	Vasospasm
C0424535	Vasovagal symptoms
C0042420	Vasovagal syncope
C0549444	Vein discolouration
C0235522	Vein disorder
C1959622	Vein engorged (finding)
C0235524	Vein pain
C0877092	Venipuncture site bruise
C0919666	Venipuncture site hemorrhage
C1275515	Venomous bite wound
C0948441	Venoocclusive disease
C0085618	Venospasm
C0042485	Venous Insufficiency
C1861172	Venous Thromboembolism
C0042487	Venous Thrombosis
C0241669	Venous occlusion
C0232115	Venous pressure increased
C0520861	Venous pressure jugular increased
C1321632	Venous thrombosis deep limb
C0853347	Venous thrombosis limb
C0242973	Ventricular Dysfunction
C0242698	Ventricular Dysfunction, Left
C0042510	Ventricular Fibrillation
C0152173	Ventricular Flutter
C0018818	Ventricular Septal Defects
C0085612	Ventricular arrhythmia
C0262662	Ventricular bigeminy
